payment_sequential,payment_type,payment_installments,payment_value,order_id
1,credit_card,6,65.67,89690
1,boleto,1,223.14,82644
1,boleto,1,85.23,9668
1,boleto,1,209.3,23419
1,boleto,1,190.62,15958
1,boleto,1,80.35,19200
1,credit_card,10,132.38,72068
1,credit_card,10,236.16,60291
1,credit_card,8,351.96,62605
1,credit_card,10,135.08,9397
1,boleto,1,373.11,10631
1,credit_card,6,226.95,70422
1,credit_card,2,189.79,34902
1,credit_card,8,194.13,44825
1,credit_card,3,191.4,80821
1,credit_card,1,65.95,97933
1,credit_card,4,43.0,48649
1,boleto,1,216.15,51566
1,credit_card,7,262.59,93975
2,voucher,1,37.77,47703
1,boleto,1,106.97,93317
2,voucher,1,13.44,40848
1,credit_card,6,204.81,50849
1,credit_card,9,92.76,14642
1,credit_card,1,131.62,33832
1,boleto,1,114.42,33513
1,credit_card,1,76.62,25881
1,credit_card,3,73.03,7656
1,credit_card,4,40.28,24992
1,boleto,1,140.49,77104
1,credit_card,1,96.98,57217
1,boleto,1,43.0,71079
1,credit_card,2,157.51,19663
1,credit_card,7,456.0,92526
1,credit_card,1,200.72,88086
1,credit_card,1,142.48,58361
1,credit_card,3,75.66,64423
1,credit_card,2,29.32,12059
1,credit_card,2,114.44,44048
1,credit_card,2,164.1,44920
1,credit_card,6,157.22,28179
1,credit_card,1,155.14,30307
1,credit_card,1,142.96,68754
1,credit_card,3,212.02,62593
1,boleto,1,98.44,62523
1,credit_card,5,104.9,11395
1,credit_card,4,82.97,7162
1,credit_card,1,106.86,97706
1,credit_card,1,42.53,67158
1,boleto,1,178.24,26102
1,credit_card,4,113.62,61196
1,credit_card,1,281.43,27571
1,credit_card,1,77.66,56536
1,credit_card,1,113.78,42089
1,credit_card,8,527.77,44031
1,credit_card,2,56.85,79331
1,credit_card,2,64.1,21498
1,credit_card,5,102.54,45534
1,credit_card,10,185.1,46210
1,boleto,1,56.96,99404
2,voucher,1,50.0,37789
1,boleto,1,162.55,38810
1,credit_card,2,173.68,43371
1,credit_card,5,116.94,83939
1,credit_card,4,141.78,2470
1,credit_card,4,98.98,75619
1,credit_card,4,136.01,63687
1,boleto,1,81.72,38251
1,credit_card,4,53.05,93664
1,credit_card,1,91.18,70109
1,credit_card,1,69.9,26633
1,credit_card,4,43.79,81072
1,credit_card,5,358.59,95784
1,boleto,1,49.02,34374
1,credit_card,4,363.09,83615
1,credit_card,1,21.43,27962
1,credit_card,3,178.27,64584
1,boleto,1,113.15,41899
1,credit_card,2,208.91,6307
1,credit_card,1,162.32,65020
1,credit_card,5,302.37,8898
1,credit_card,2,117.13,82570
1,debit_card,1,239.1,11729
1,boleto,1,100.54,17137
1,credit_card,3,136.08,8531
1,credit_card,2,126.02,69530
1,credit_card,3,319.44,82326
1,boleto,1,137.51,14655
1,credit_card,3,371.54,39851
1,debit_card,1,28.43,89686
1,boleto,1,58.74,86419
1,credit_card,1,71.91,1774
1,credit_card,1,35.77,80233
1,credit_card,1,64.51,87339
1,credit_card,1,2.19,24346
1,credit_card,4,65.0,74940
1,credit_card,1,42.0,6578
1,credit_card,5,184.28,41458
2,voucher,1,49.18,62278
1,credit_card,10,231.57,37596
1,boleto,1,151.33,63911
1,credit_card,5,173.13,44519
1,credit_card,2,102.74,88306
1,boleto,1,108.76,72587
1,credit_card,1,71.72,76572
1,boleto,1,139.03,94833
1,boleto,1,148.15,87479
1,credit_card,2,61.01,72138
1,credit_card,1,78.86,59635
1,credit_card,1,147.66,33644
1,credit_card,6,354.26,71400
1,boleto,1,146.46,21818
1,credit_card,1,732.68,98047
1,credit_card,1,26.22,29683
1,credit_card,8,685.45,27871
1,credit_card,1,26.17,77832
1,credit_card,3,100.08,17908
1,credit_card,4,306.33,59061
1,credit_card,1,62.66,21160
1,credit_card,6,185.26,67675
1,credit_card,2,46.82,67845
1,boleto,1,86.58,61043
1,credit_card,5,183.79,91000
1,credit_card,5,59.85,70331
1,boleto,1,58.59,8244
1,credit_card,1,237.78,57998
1,credit_card,6,330.31,12369
1,credit_card,2,137.53,1947
1,credit_card,1,26.68,939
1,credit_card,6,180.51,73753
1,credit_card,6,84.44,79855
1,boleto,1,58.45,75166
1,credit_card,2,105.2,47720
1,credit_card,3,103.54,78765
1,credit_card,4,116.44,56117
1,credit_card,3,192.8,6930
1,credit_card,2,63.88,59578
1,credit_card,1,35.49,69904
1,credit_card,1,46.85,17496
1,credit_card,3,33.37,13866
1,credit_card,7,73.34,24551
1,credit_card,10,209.76,48134
1,credit_card,1,336.99,10040
1,boleto,1,153.1,42248
1,credit_card,5,246.64,819
2,voucher,1,31.43,13926
1,boleto,1,36.78,94727
1,credit_card,1,67.74,75008
1,credit_card,3,63.0,66519
1,credit_card,1,14.64,24305
1,credit_card,5,53.83,146
1,voucher,1,8.9,31055
1,boleto,1,229.78,52517
1,credit_card,3,34.09,94890
1,credit_card,2,196.25,80777
1,credit_card,6,187.41,13561
1,boleto,1,285.02,3290
1,boleto,1,83.14,67399
1,credit_card,4,101.73,3139
1,credit_card,1,70.04,15999
1,credit_card,2,131.71,50145
1,boleto,1,90.98,7045
1,credit_card,3,153.39,62791
1,credit_card,5,174.2,88358
1,boleto,1,159.21,79120
1,credit_card,2,175.08,87916
1,credit_card,4,781.51,36382
1,credit_card,7,78.36,67069
1,boleto,1,43.1,88467
1,credit_card,2,166.8,64907
1,credit_card,8,169.01,63537
1,credit_card,1,38.09,32649
1,credit_card,5,143.07,75280
1,credit_card,6,333.51,81135
1,boleto,1,82.73,10033
1,credit_card,1,23.78,57001
1,credit_card,1,53.0,81653
1,boleto,1,155.14,18866
1,boleto,1,50.01,35453
1,credit_card,1,70.34,86135
1,credit_card,1,43.79,68856
1,credit_card,10,171.61,9196
1,credit_card,2,34.64,11550
1,boleto,1,148.25,43614
1,credit_card,1,66.41,89147
1,credit_card,5,79.09,75799
1,credit_card,8,502.12,508
1,credit_card,3,82.39,11637
1,credit_card,2,140.2,90469
1,credit_card,1,103.36,33586
1,credit_card,2,53.29,1844
1,credit_card,8,234.17,1440
1,credit_card,8,216.93,256
1,credit_card,8,344.23,21388
1,credit_card,3,47.43,46866
1,credit_card,6,345.86,58532
1,credit_card,7,322.37,30272
1,credit_card,4,48.3,21700
3,voucher,1,30.59,54913
1,credit_card,1,162.25,91084
1,credit_card,2,64.04,58229
1,credit_card,1,75.08,84428
1,credit_card,1,50.01,54968
1,credit_card,3,170.02,16698
3,voucher,1,0.6,18876
1,credit_card,1,36.13,75947
1,credit_card,3,96.88,76947
1,credit_card,1,134.83,21257
1,credit_card,3,163.25,2424
1,credit_card,1,80.32,93131
1,credit_card,4,423.63,27187
1,credit_card,4,223.69,64136
1,credit_card,4,123.02,83842
1,credit_card,3,212.0,90928
1,credit_card,2,132.08,26452
1,credit_card,1,61.4,33027
1,credit_card,3,37.84,31371
1,boleto,1,253.4,109
1,credit_card,3,36.13,2430
1,credit_card,10,670.51,65922
2,voucher,1,100.0,88164
1,credit_card,1,63.84,32635
1,credit_card,1,52.68,42517
1,boleto,1,33.99,36064
1,credit_card,4,45.55,1719
1,credit_card,2,102.84,24585
1,credit_card,1,64.09,25099
1,credit_card,9,378.74,50101
1,voucher,1,50.63,22949
1,credit_card,1,101.55,51643
1,credit_card,2,114.57,29275
1,credit_card,1,111.42,13419
1,credit_card,1,424.57,10812
1,credit_card,3,559.52,67892
1,credit_card,10,165.21,52284
1,credit_card,3,178.27,65572
1,credit_card,5,196.33,47850
1,credit_card,2,67.08,14282
1,credit_card,5,233.68,48643
1,credit_card,5,411.21,45369
1,credit_card,3,61.14,86442
1,credit_card,10,346.88,84668
1,credit_card,5,138.24,88447
1,credit_card,3,152.36,7930
1,boleto,1,98.44,15017
1,boleto,1,38.0,7733
1,credit_card,4,93.86,5653
1,credit_card,1,30.51,84610
1,credit_card,1,122.17,41416
1,credit_card,2,33.51,25932
1,credit_card,3,293.86,94649
1,credit_card,10,146.46,3645
1,credit_card,4,87.32,60447
1,credit_card,4,396.03,90368
1,credit_card,10,184.03,34399
1,credit_card,1,57.1,11042
1,boleto,1,432.34,59585
1,credit_card,1,20.28,37837
1,credit_card,6,323.07,87273
1,credit_card,3,88.36,87435
1,credit_card,5,357.13,30042
1,credit_card,4,49.11,71444
5,voucher,1,25.0,11255
1,credit_card,5,125.42,82431
1,boleto,1,82.05,3864
1,credit_card,1,201.65,82609
1,boleto,1,57.72,68420
1,credit_card,1,79.28,39221
1,boleto,1,464.89,39823
1,credit_card,3,64.86,28030
1,credit_card,4,86.44,35838
1,credit_card,1,54.78,48962
1,credit_card,4,92.13,16823
1,credit_card,5,168.08,75120
2,voucher,1,6.45,79605
1,credit_card,10,415.0,95988
1,credit_card,4,218.27,42730
1,voucher,1,20.0,91380
1,credit_card,4,78.18,2149
1,credit_card,1,31.82,31958
2,voucher,1,50.0,70619
1,credit_card,1,62.65,43455
1,credit_card,8,403.8,95197
1,credit_card,8,241.45,45692
1,boleto,1,18.37,26446
1,credit_card,3,170.87,89558
1,credit_card,6,153.2,10074
2,voucher,1,180.95,84639
1,boleto,1,172.72,43551
1,credit_card,1,90.88,10482
1,credit_card,3,139.71,90470
1,credit_card,2,91.48,21202
1,credit_card,1,77.14,5526
1,credit_card,7,108.92,74966
1,credit_card,3,666.27,23505
1,boleto,1,405.78,38356
1,credit_card,4,589.42,92162
1,credit_card,5,126.94,47381
1,credit_card,1,1300.57,35594
1,credit_card,4,69.41,6939
1,boleto,1,248.29,46145
1,credit_card,4,218.26,17073
2,voucher,1,5.4,91094
1,credit_card,1,80.77,28827
1,credit_card,1,95.67,87969
1,debit_card,1,83.73,84695
1,boleto,1,82.97,31812
1,credit_card,8,127.01,11394
1,credit_card,6,140.08,40938
1,credit_card,2,123.02,79228
1,credit_card,3,128.0,66557
1,credit_card,2,102.87,13475
1,credit_card,2,80.77,60226
1,credit_card,1,70.34,73535
1,boleto,1,193.19,98135
1,credit_card,3,456.81,19923
1,credit_card,1,72.64,1516
1,credit_card,5,222.07,65558
1,credit_card,4,121.98,46996
1,credit_card,3,194.53,93283
1,credit_card,1,95.35,88389
1,boleto,1,135.62,98296
1,credit_card,4,103.55,76577
1,boleto,1,258.45,10248
1,boleto,1,301.76,85033
1,credit_card,1,84.34,98079
1,credit_card,3,82.37,37964
1,credit_card,1,436.14,74152
1,credit_card,1,132.05,13152
1,boleto,1,63.1,14467
1,credit_card,4,164.82,27453
1,credit_card,1,20.29,16452
1,boleto,1,125.99,95471
1,credit_card,2,110.52,44465
1,credit_card,1,208.51,69783
1,credit_card,6,174.11,74393
1,credit_card,1,43.09,36241
1,voucher,1,35.68,35210
1,credit_card,1,185.59,90110
1,boleto,1,151.05,52998
1,credit_card,3,44.07,68891
1,credit_card,1,145.01,70368
1,credit_card,10,139.51,24132
1,boleto,1,56.42,15815
1,credit_card,1,94.63,71915
1,credit_card,3,84.73,3782
1,boleto,1,85.58,98597
1,credit_card,7,73.34,88918
1,credit_card,1,26.55,15054
1,credit_card,3,111.38,48248
1,credit_card,4,188.64,17898
1,credit_card,1,26.65,77310
1,credit_card,1,165.52,69983
1,boleto,1,93.81,2942
1,credit_card,2,123.33,44681
1,boleto,1,90.29,89894
1,credit_card,10,914.68,94310
1,boleto,1,50.87,35986
1,credit_card,1,269.55,58974
1,credit_card,2,132.57,16682
1,credit_card,3,88.18,63686
1,credit_card,4,2267.18,97136
1,boleto,1,54.13,95820
1,boleto,1,99.45,12654
1,credit_card,1,37.98,68535
1,credit_card,4,178.71,31769
1,boleto,1,41.54,45297
1,credit_card,3,857.6,55544
1,credit_card,1,62.44,81858
1,credit_card,8,120.07,4122
1,credit_card,2,116.44,25327
1,credit_card,2,1570.79,1929
1,credit_card,1,83.41,7337
1,credit_card,1,51.79,56548
1,boleto,1,42.38,94509
1,credit_card,2,57.77,28763
1,boleto,1,93.29,83337
1,credit_card,1,65.32,28435
1,credit_card,1,21.7,21631
1,credit_card,4,124.73,97336
1,credit_card,5,56.04,70779
1,credit_card,1,101.14,79578
1,credit_card,1,32.42,24177
1,credit_card,1,41.05,62316
1,boleto,1,61.16,51406
1,credit_card,8,450.16,44737
1,credit_card,6,732.68,77150
1,credit_card,2,202.42,12980
1,credit_card,5,75.29,15409
1,credit_card,3,61.24,4782
1,credit_card,6,246.35,4976
1,credit_card,1,130.26,99158
1,credit_card,2,155.14,44290
1,credit_card,4,99.34,37750
1,credit_card,3,234.55,46643
1,credit_card,6,193.98,73208
1,credit_card,10,613.0,17820
1,credit_card,2,116.9,70511
1,credit_card,5,138.08,93163
1,credit_card,10,122.0,87531
1,boleto,1,54.38,86804
1,credit_card,1,294.54,35095
1,credit_card,6,427.9,24570
1,boleto,1,131.61,30364
1,credit_card,2,58.37,27193
1,credit_card,1,35.75,14475
9,voucher,1,2.92,83812
1,boleto,1,94.2,10136
1,credit_card,4,175.26,65406
1,credit_card,1,37.8,78275
1,credit_card,1,300.99,26845
1,credit_card,10,1052.36,58930
1,credit_card,7,70.12,16363
1,credit_card,2,47.35,14827
1,credit_card,2,118.84,61985
1,boleto,1,133.97,63536
1,credit_card,1,124.13,78206
1,credit_card,4,103.26,14250
1,credit_card,1,88.75,32563
1,credit_card,1,96.68,41820
1,credit_card,7,231.9,26429
1,credit_card,2,141.94,46569
1,credit_card,2,96.71,71063
1,credit_card,3,166.68,80554
1,credit_card,3,88.49,87223
10,voucher,1,12.86,25933
12,voucher,1,6.56,98317
1,credit_card,3,63.16,8851
1,voucher,1,20.0,78328
1,credit_card,2,55.0,24927
1,boleto,1,138.92,30590
1,boleto,1,205.07,31461
1,credit_card,1,147.72,43492
1,credit_card,1,213.65,32682
1,credit_card,6,106.29,47359
1,credit_card,1,82.33,67305
1,boleto,1,21.04,82484
1,credit_card,1,20.8,75961
1,credit_card,4,157.35,66575
1,credit_card,3,163.71,38049
1,credit_card,1,82.9,78101
1,credit_card,2,143.27,48121
1,credit_card,3,226.48,6188
1,credit_card,10,845.81,70242
1,credit_card,1,32.96,36160
1,boleto,1,125.0,17315
1,credit_card,1,177.29,51667
1,credit_card,1,34.85,20746
1,boleto,1,34.75,10386
1,boleto,1,176.16,2028
1,credit_card,1,192.98,18846
1,credit_card,5,59.43,76798
1,debit_card,1,99.77,89024
1,credit_card,4,46.1,26638
1,credit_card,1,17.33,91946
1,boleto,1,261.9,73536
1,credit_card,4,500.0,79037
1,voucher,1,82.06,88343
1,credit_card,2,175.65,40907
1,credit_card,10,1517.7,87973
3,voucher,1,20.0,32707
1,credit_card,2,118.57,31990
1,credit_card,6,80.89,78511
1,credit_card,1,75.3,39754
1,credit_card,2,182.91,31414
1,credit_card,2,87.32,75430
1,credit_card,1,20.27,27058
1,credit_card,3,155.14,92424
1,credit_card,10,324.94,11346
1,credit_card,8,180.15,91174
1,credit_card,1,147.78,32986
1,credit_card,2,124.23,68197
1,credit_card,3,34.0,35542
1,boleto,1,67.53,17653
1,credit_card,3,150.14,57996
1,credit_card,1,148.61,13664
1,credit_card,6,92.6,33245
1,boleto,1,1147.5,39923
1,credit_card,1,55.0,34562
1,boleto,1,69.04,17023
1,credit_card,4,256.43,74046
1,boleto,1,216.15,62714
1,boleto,1,92.9,3682
1,credit_card,3,228.5,41031
1,credit_card,8,196.52,13755
1,boleto,1,399.88,35068
1,credit_card,3,159.06,55605
1,credit_card,5,111.02,63494
2,credit_card,1,36.68,92787
1,credit_card,2,28.3,89739
3,voucher,1,20.0,98367
1,credit_card,8,206.99,88827
1,credit_card,4,274.56,60233
1,credit_card,2,106.78,71481
1,boleto,1,113.4,98595
1,credit_card,5,215.55,63383
1,credit_card,4,81.28,79563
1,credit_card,3,96.02,18010
1,credit_card,7,72.68,77067
1,credit_card,2,65.67,10616
1,credit_card,10,255.78,23488
1,boleto,1,110.19,60109
1,boleto,1,253.08,34341
1,credit_card,3,162.55,99251
1,boleto,1,57.91,2188
1,credit_card,8,118.17,95058
1,credit_card,1,52.78,32394
1,credit_card,5,52.78,65231
2,voucher,1,45.1,57600
1,boleto,1,288.06,18566
2,voucher,1,7.3,73401
1,credit_card,2,179.6,33733
1,credit_card,1,57.77,79320
1,credit_card,1,144.94,20592
1,credit_card,2,121.16,66773
1,credit_card,1,47.11,5193
2,credit_card,1,59.17,39099
1,credit_card,3,119.65,56019
1,credit_card,6,71.85,16706
1,credit_card,2,89.45,75132
1,credit_card,1,89.41,36923
1,boleto,1,57.38,92346
1,credit_card,1,126.52,8341
1,credit_card,3,65.01,21889
1,credit_card,2,45.86,89172
1,credit_card,5,54.01,4362
1,credit_card,2,70.03,96133
1,credit_card,5,270.72,91420
1,credit_card,2,100.68,37058
1,credit_card,1,35.84,16971
1,credit_card,3,355.33,81061
1,credit_card,2,87.71,13694
1,credit_card,6,76.86,78265
1,credit_card,4,49.09,87626
1,credit_card,6,324.59,43668
1,credit_card,3,73.83,68026
1,boleto,1,221.79,23011
1,boleto,1,665.44,63428
1,credit_card,1,60.42,26905
1,credit_card,10,219.63,49915
1,credit_card,7,84.59,90803
1,credit_card,1,135.59,69677
1,credit_card,3,96.49,30644
1,credit_card,5,61.22,2050
1,credit_card,3,230.44,50232
1,credit_card,2,115.05,29196
1,credit_card,1,85.6,88593
1,credit_card,10,305.59,45365
1,credit_card,3,177.03,57015
1,credit_card,3,33.77,80621
1,boleto,1,53.0,79828
1,boleto,1,166.23,31508
1,credit_card,1,29.49,32776
1,credit_card,10,183.29,1061
1,credit_card,5,156.45,5555
1,boleto,1,257.87,63073
1,credit_card,2,146.17,57741
1,credit_card,7,76.7,58968
1,credit_card,2,174.46,95546
1,boleto,1,39.42,29792
1,credit_card,6,204.07,22261
1,boleto,1,166.35,29805
1,credit_card,1,56.37,57147
1,credit_card,3,339.56,68123
1,credit_card,7,367.2,69795
1,boleto,1,54.62,1797
1,boleto,1,216.6,51849
1,boleto,1,84.56,42431
1,credit_card,8,637.81,46260
1,credit_card,5,151.07,79379
1,credit_card,1,83.0,8286
1,credit_card,2,195.6,68514
1,credit_card,4,94.25,92720
1,boleto,1,78.3,58624
1,credit_card,8,81.11,74816
1,credit_card,1,72.14,2899
1,credit_card,8,103.19,69913
1,credit_card,1,174.15,11765
1,credit_card,1,157.91,18726
1,credit_card,4,328.73,23700
1,credit_card,3,872.95,95317
2,voucher,1,194.88,60624
1,credit_card,1,28.13,16901
1,boleto,1,317.76,33788
1,credit_card,2,120.82,89864
1,credit_card,1,46.14,8731
1,boleto,1,254.06,66511
1,credit_card,6,136.44,13570
1,credit_card,1,217.78,53965
1,boleto,1,94.16,24255
1,credit_card,1,56.92,97358
1,boleto,1,178.88,51170
1,credit_card,5,114.7,32647
1,boleto,1,237.68,18989
1,credit_card,10,156.6,45121
1,credit_card,2,40.53,5445
1,credit_card,10,100.5,70957
1,boleto,1,79.19,93141
1,credit_card,1,275.56,12915
1,credit_card,6,136.95,70527
1,credit_card,2,108.32,14915
1,credit_card,1,128.88,95920
1,credit_card,8,540.06,79138
1,credit_card,1,38.01,4974
1,boleto,1,193.7,82633
1,credit_card,2,111.85,5263
1,boleto,1,36.35,88655
1,credit_card,8,362.41,48257
1,boleto,1,76.08,53560
1,credit_card,6,283.73,6418
1,credit_card,1,35.36,9065
1,boleto,1,99.73,67952
1,credit_card,1,89.82,58330
1,credit_card,1,68.12,38451
1,credit_card,2,80.45,35875
1,credit_card,4,74.74,23269
1,credit_card,3,113.05,46377
1,credit_card,3,46.63,25264
1,credit_card,1,147.15,88116
1,voucher,1,58.49,66859
1,credit_card,1,221.16,6850
1,credit_card,3,186.18,8597
1,credit_card,1,49.96,26948
1,credit_card,2,89.26,25698
1,debit_card,1,46.72,55264
1,credit_card,1,47.86,55839
1,boleto,1,74.16,91623
1,boleto,1,172.81,608
1,credit_card,1,144.3,71769
1,credit_card,1,85.14,71811
1,credit_card,2,793.09,74164
1,credit_card,6,62.28,33127
2,voucher,1,33.27,56748
1,credit_card,7,75.24,50177
1,credit_card,1,65.09,88487
1,credit_card,2,125.16,723
1,credit_card,2,131.73,30153
1,credit_card,2,188.94,97315
1,credit_card,2,146.87,88493
1,boleto,1,149.11,92850
1,credit_card,2,139.5,8250
1,credit_card,8,86.07,62624
1,credit_card,1,77.65,69907
1,credit_card,2,108.71,31920
1,credit_card,3,103.55,58995
1,credit_card,2,137.37,58119
1,credit_card,1,95.44,92640
1,boleto,1,48.69,71894
1,voucher,1,158.37,18227
1,credit_card,3,274.87,46078
1,credit_card,1,61.75,15626
1,credit_card,2,122.47,86896
1,credit_card,10,124.4,38879
1,credit_card,3,377.31,31471
1,credit_card,5,107.78,76007
1,credit_card,8,234.46,28683
1,credit_card,5,56.88,14727
1,credit_card,6,673.34,41520
1,credit_card,5,103.43,44916
1,credit_card,1,12.32,35976
1,credit_card,1,162.51,10373
1,credit_card,1,30.79,6550
1,boleto,1,66.63,26897
1,boleto,1,191.83,51316
1,boleto,1,238.02,45563
1,credit_card,1,103.12,70917
1,credit_card,3,245.0,14165
1,boleto,1,35.77,73712
1,credit_card,1,117.16,74832
1,credit_card,1,63.83,7024
1,credit_card,1,55.11,72888
1,credit_card,2,131.36,88044
1,credit_card,3,40.09,87217
1,credit_card,1,106.02,71206
1,credit_card,2,37.37,91190
1,credit_card,1,136.09,89714
1,credit_card,7,74.49,75227
1,credit_card,10,300.0,50769
1,credit_card,1,53.0,96560
1,voucher,1,279.7,81183
1,credit_card,2,259.32,19554
1,credit_card,1,59.65,33589
1,credit_card,1,121.18,32185
1,boleto,1,128.15,8967
2,credit_card,10,234.69,32422
1,credit_card,8,439.72,79889
1,credit_card,8,135.59,75195
1,credit_card,1,41.01,8971
1,boleto,1,362.38,71635
1,credit_card,6,62.83,14380
1,credit_card,1,229.56,53152
1,credit_card,1,24.96,13407
1,credit_card,1,55.8,78844
1,credit_card,6,114.78,84829
1,credit_card,1,47.15,62760
1,credit_card,1,27.72,92717
1,credit_card,5,61.3,56671
1,credit_card,1,74.78,25870
1,credit_card,1,9.52,92639
1,boleto,1,193.98,65671
1,credit_card,4,234.56,12494
1,credit_card,1,133.05,3656
1,credit_card,5,162.81,32954
1,credit_card,4,143.45,93913
1,credit_card,8,276.35,24843
1,credit_card,1,6.17,83952
1,credit_card,1,30.11,94767
1,credit_card,2,115.05,5926
1,boleto,1,43.49,9060
1,credit_card,4,217.83,35688
1,credit_card,3,239.23,30650
1,credit_card,1,65.22,30475
1,boleto,1,128.24,14491
1,credit_card,1,176.76,95149
1,credit_card,3,108.33,68718
1,credit_card,5,60.78,96590
1,boleto,1,87.71,14056
1,credit_card,1,36.01,69660
1,boleto,1,36.35,61453
8,voucher,1,41.03,43568
1,credit_card,1,49.69,40372
1,credit_card,1,67.68,59414
1,voucher,1,45.22,27074
1,credit_card,1,101.73,18563
1,credit_card,4,44.09,34382
1,credit_card,1,357.75,88469
1,credit_card,1,32.96,50465
1,boleto,1,52.49,66017
1,credit_card,7,73.64,57724
1,credit_card,6,320.39,23887
1,credit_card,7,83.07,23864
1,credit_card,3,134.92,65536
1,boleto,1,53.22,931
1,credit_card,5,133.11,80892
1,credit_card,1,43.27,40448
1,credit_card,10,115.0,25690
1,credit_card,1,24.79,17655
1,credit_card,1,143.27,87319
1,credit_card,4,106.76,57910
1,credit_card,4,78.19,7644
1,credit_card,8,88.08,1739
1,credit_card,4,156.68,12242
1,credit_card,3,213.73,6958
1,credit_card,7,75.98,20193
1,credit_card,2,148.16,5318
1,credit_card,10,315.84,87367
1,credit_card,4,48.17,69665
1,boleto,1,165.79,14975
1,boleto,1,460.05,16392
1,boleto,1,93.58,88070
1,credit_card,5,361.45,75940
1,credit_card,1,83.17,23842
1,credit_card,1,1042.1,83848
1,credit_card,8,138.79,77819
1,credit_card,6,256.31,66908
1,credit_card,1,65.8,74295
1,boleto,1,905.93,65113
1,credit_card,4,256.59,14289
1,credit_card,10,106.07,13841
1,credit_card,8,108.19,81142
2,voucher,1,123.11,17033
1,credit_card,1,78.86,71005
1,credit_card,1,166.92,15627
4,voucher,1,30.0,20167
1,boleto,1,225.66,92174
1,boleto,1,101.24,28297
2,voucher,1,20.0,66244
1,boleto,1,80.73,26603
1,credit_card,1,157.45,11698
1,credit_card,1,133.77,57812
1,credit_card,1,104.56,99374
1,boleto,1,60.64,17703
1,credit_card,10,357.77,73593
1,credit_card,10,1039.74,79457
1,credit_card,4,218.23,32122
1,credit_card,2,27.6,59750
1,credit_card,2,54.0,75621
1,credit_card,1,178.27,64523
1,credit_card,5,288.26,4830
1,boleto,1,76.18,43228
1,credit_card,1,66.18,44696
1,credit_card,6,101.17,69695
4,voucher,1,0.0,96971
1,credit_card,1,81.78,89423
1,credit_card,3,77.25,10607
1,boleto,1,44.32,86378
1,credit_card,3,104.86,86810
1,boleto,1,77.19,87142
1,credit_card,4,40.13,64837
1,credit_card,1,129.24,73027
1,credit_card,2,165.96,3218
1,credit_card,4,46.01,65801
1,credit_card,5,59.34,32848
1,credit_card,1,209.46,62870
1,credit_card,2,128.31,5505
1,boleto,1,33.0,66238
1,credit_card,1,62.15,74470
1,credit_card,10,220.04,21621
1,credit_card,10,393.38,14127
1,credit_card,2,217.45,2205
1,credit_card,1,20.68,36830
1,credit_card,3,94.63,75891
1,credit_card,1,27.33,13122
1,credit_card,4,129.78,92795
1,credit_card,1,110.28,26825
1,credit_card,5,69.32,328
1,credit_card,8,189.53,98757
1,credit_card,2,47.68,76111
1,credit_card,2,83.59,57644
1,credit_card,4,40.22,76037
1,credit_card,3,163.06,95854
1,credit_card,2,53.48,26166
1,credit_card,1,41.64,51184
2,voucher,1,100.0,92846
1,boleto,1,25.55,81793
1,credit_card,2,29.62,55606
1,credit_card,1,120.17,59085
1,credit_card,4,187.53,29624
1,boleto,1,73.16,54723
1,credit_card,3,217.0,29301
1,credit_card,1,130.69,43182
1,boleto,1,39.09,64732
1,credit_card,1,124.14,482
1,credit_card,3,254.23,21974
1,credit_card,1,53.22,53012
1,credit_card,2,45.19,21196
1,credit_card,3,102.03,27425
2,voucher,1,85.39,89887
1,credit_card,3,600.75,87767
1,credit_card,5,176.68,72621
1,credit_card,2,49.22,7212
1,credit_card,1,64.1,6893
1,credit_card,1,119.32,53780
1,credit_card,8,85.54,94382
1,credit_card,6,208.16,30547
1,credit_card,4,164.8,67575
1,boleto,1,49.32,92665
1,credit_card,2,140.87,2368
1,credit_card,8,85.81,35298
1,credit_card,1,12.59,38787
1,credit_card,2,121.7,88355
1,credit_card,6,216.93,30346
1,credit_card,1,30.19,5584
1,credit_card,2,99.65,70043
12,voucher,1,35.01,73824
1,credit_card,10,836.02,31408
1,credit_card,1,86.15,8682
1,credit_card,1,72.09,84826
1,credit_card,1,47.5,63622
1,credit_card,1,21.65,22531
1,credit_card,1,32.29,59142
1,credit_card,3,36.6,87937
1,credit_card,2,143.48,92704
13,voucher,1,16.7,71530
1,credit_card,1,58.38,37690
1,boleto,1,124.69,719
1,credit_card,1,159.86,17099
1,voucher,1,47.45,80345
1,credit_card,7,214.56,35651
1,boleto,1,778.25,91922
1,credit_card,4,357.03,89804
1,boleto,1,88.9,90690
1,credit_card,10,132.57,3616
2,voucher,1,50.0,6937
1,credit_card,1,75.38,3826
1,credit_card,3,156.94,81889
1,credit_card,5,51.11,88908
1,credit_card,1,0.34,23907
1,credit_card,2,27.36,15357
1,credit_card,10,1043.32,77613
1,credit_card,4,399.81,3592
1,credit_card,2,25.33,94232
1,credit_card,2,27.78,38794
1,credit_card,3,86.02,3370
1,credit_card,3,38.09,70286
1,credit_card,1,27.78,67513
1,credit_card,2,156.81,91072
1,boleto,1,48.27,14671
1,credit_card,2,33.0,52573
1,credit_card,1,119.25,22668
1,boleto,1,111.99,81128
1,boleto,1,164.63,78498
1,boleto,1,143.92,20662
1,credit_card,4,306.16,407
1,credit_card,5,180.71,60207
1,credit_card,3,31.28,85919
