seller_zip_code_prefix,seller_city,seller_state,seller_id
4567,sao paulo,SP,996
31844,belo horizonte,MG,997
14020,ribeirao preto,SP,998
13030,campinas,SP,999
7402,aruja,SP,1000
2035,sao paulo,SP,1001
74223,goiania,GO,1002
13575,sao carlos,SP,1003
1156,sao paulo,SP,1004
3363,sp / sp,SP,1005
85802,cascavel,PR,1006
2258,sao paulo,SP,1007
30310,belo horizonte,MG,1008
23954,angra dos reis,RJ,1009
23050,rio de janeiro,RJ,1010
87015,maringa,PR,1011
8673,suzano,SP,1012
9850,sao bernardo do campo,SP,1013
63020,juzeiro do norte,CE,1014
3370,sao paulo,SP,1015
35501,divinopolis,MG,1016
89170,laurentino,SC,1017
6717,cotia,SP,1018
3372,sao paulo,SP,1019
1319,sao paulo,SP,1020
95270,flores da cunha,RS,1021
88780,imbituba,SC,1022
89256,jaragua do sul,SC,1023
86035,londrina,PR,1024
95780,montenegro,RS,1025
20051,rio de janeiro,RJ,1026
3382,sao paulo,SP,1027
81200,curitiba,PR,1028
3673,sao paulo,SP,1029
86802,apucarana,PR,1030
2189,sao paulo,SP,1031
3077,sao paulo,SP,1032
6036,osasco,SP,1033
5030,sao paulo,SP,1034
5634,sao paulo,SP,1035
41820,salvador,BA,1036
6753,taboao da serra,SP,1037
3059,sao paulo,SP,1038
13660,porto ferreira,SP,1039
14470,pedregulho,SP,1040
9210,santo andre,SP,1041
93542,novo hamburgo,RS,1042
30111,belo horizonte,MG,1043
13930,serra negra,SP,1044
83015,sao jose dos pinhais,PR,1045
8730,mogi das cruzes,SP,1046
95560,torres,RS,1047
49055,aracaju,SE,1048
13484,limeira,SP,1049
88316,itajai,SC,1050
88135,santa catarina,SC,1051
81930,curitiba,PR,1052
95076,caxias do sul,RS,1053
8111,sao paulo,SP,1054
89254,jaragua do sul,SC,1055
3331,sao paulo,SP,1056
80060,curitiba,PR,1057
38770,joao pinheiro,MG,1058
9271,santo andre,SP,1059
86706,arapongas,PR,1060
15115,bady bassitt,SP,1061
89053,blumenau,SC,1062
3632,sao paulo,SP,1063
78552,sinop,MT,1064
3804,sao paulo,SP,1065
13330,indaiatuba,SP,1066
17510,marilia,SP,1067
85065,guarapuava,PR,1068
83707,araucaria,PR,1069
92030,canoas,RS,1070
18683,lencois paulista,SP,1071
95110,caxias do sul,RS,1072
36015,juiz de fora,MG,1073
12020,taubate,SP,1074
2992,sao paulo,SP,1075
88115,sao jose,SC,1076
29090,vitoria,ES,1077
3225,sao paulo,SP,1078
7013,guarulhos,SP,1079
14300,batatais,SP,1080
95082,caxias do sul,RS,1081
33400,lagoa santa,MG,1082
9911,sao paulo,SP,1083
4711,sao paulo,SP,1084
89801,chapeco,SC,1085
85801,cascavel,PR,1086
40285,salvador,BA,1087
20520,rio de janeiro,RJ,1088
11701,praia grande,SP,1089
80710,curitiba,PR,1090
5051,sao paulo,SP,1091
8840,mogi das cruzes,SP,1092
87502,umuarama,PR,1093
83709,araucaria,PR,1094
9690,sao bernardo do campo,SP,1095
8225,sao paulo,SP,1096
31110,belo horizonte,MG,1097
6460,barueri,SP,1098
9220,santo andre,SP,1099
4602,sao paulo,SP,1100
88359,brusque,SC,1101
4781,sao paulo,SP,1102
95055,caxias do sul,SP,1103
87083,maringa,PR,1104
18040,sorocaba,SP,1105
3244,sao paulo,SP,1106
16200,birigui,SP,1107
5782,sao paulo,SP,1108
26112,belford roxo,RJ,1109
29156,cariacica,ES,1110
13272,valinhos,SP,1111
13101,campinas,SP,1112
13043,campinas,SP,1113
4111,sao paulo,SP,1114
13820,monte alegre do sul,SP,1115
3087,sao paulo,SP,1116
9370,maua,SP,1117
12903,sp,SP,1118
35590,lagoa da prata,MG,1119
95690,rolante,RS,1120
4216,sao paulo,SP,1121
4119,sao paulo,SP,1122
2755,sao paulo,SP,1123
3057,sao paulo,SP,1124
9570,sao caetano do sul,SP,1125
9070,santo andre,SP,1126
25963,teresopolis,RJ,1127
13604,araras,SP,1128
18480,itaporanga,SP,1129
13330,indaiatuba,SP,1130
9810,sao bernardo do campo,SP,1131
9010,santo andre,SP,1132
37564,borda da mata,MG,1133
13015,campinas,SP,1134
3513,sao paulo,SP,1135
7113,guarulhos,SP,1136
14406,franca,SP,1137
18680,lencois paulista,SP,1138
4308,sao paulo,SP,1139
14940,ibitinga,SP,1140
89218,joinville,SC,1141
81350,curitiba,PR,1142
1209,sao paulo,SP,1143
6290,osasco,SP,1144
11704,praia grande,SP,1145
7122,guarulhos,SP,1146
22785,rio de janeiro,RJ,1147
7094,guarulhos,SP,1148
9895,sao bernardo do campo,SP,1149
8215,sao paulo,SP,1150
13561,sao carlos,SP,1151
5319,sao paulo,SP,1152
30710,belo horizonte,MG,1153
86707,arapongas,PR,1154
83605,campo largo,PR,1155
18131,sao roque,SP,1156
14804,araraquara,SP,1157
2274,sao paulo,SP,1158
25550,sao joao de meriti,RJ,1159
9380,maua/sao paulo,SP,1160
6501,santana de parnaiba,SP,1161
4880,sao paulo,SP,1162
12955,bom jesus dos perdoes,SP,1163
3449,sao paulo,SP,1164
4296,sao paulo,SP,1165
4564,sao paulo,SP,1166
5639,sao paulo,SP,1167
2047,sao paulo,SP,1168
83820,fazenda rio grande,PR,1169
4186,sao paulo,SP,1170
5059,sao paulo,SP,1171
5588,sao paulo,SP,1172
9291,santo andre,SP,1173
17380,brotas,SP,1174
3236,sao paulo,SP,1175
2376,sao paulo,SP,1176
9111,santo andre,SP,1177
8411,sao paulo,SP,1178
2034,sao paulo,SP,1179
14940,ibitinga,SP,1180
44900,irece,BA,1181
79400,coxim,MS,1182
8577,itaquaquecetuba,SP,1183
14940,ibitinga,SP,1184
3184,sao paulo,SP,1185
17210,jau,SP,1186
29102,vila velha,ES,1187
36408,conselheiro lafaiete,MG,1188
83322,pinhais,PR,1189
88704,tubarao,SC,1190
8320,sao paulo,SP,1191
38442,araguari,MG,1192
3548,sao paulo,SP,1193
86050,londrina,PR,1194
5528,sao paulo,SP,1195
20931,rio de janeiro,RJ,1196
6341,carapicuiba,SP,1197
6714,cotia,SP,1198
86804,apucarana,PR,1199
5727,sao paulo,SP,1200
13900,amparo,SP,1201
92120,canoas,RS,1202
89900,sao miguel do oeste,SC,1203
28630,nova friburgo,RJ,1204
36500,uba,MG,1205
89114,gaspar,SC,1206
28800,rio bonito,RJ,1207
7174,guarulhos,SP,1208
90640,porto alegre,RS,1209
88501,lages,SC,1210
80420,curitiba,PR,1211
16300,penapolis,SP,1212
1023,sao paulo,SP,1213
6341,carapicuiba,SP,1214
4447,sao paulo,SP,1215
19814,assis,SP,1216
89170,laurentino,SC,1217
13275,valinhos,SP,1218
5503,sao paulo,SP,1219
37540,santa rita do sapucai,MG,1220
13202,jundiai,SP,1221
81110,curitiba,PR,1222
29304,cachoeiro de itapemirim,ES,1223
8150,sao paulo,SP,1224
86706,arapongas,PR,1225
31030,belo horizonte,MG,1226
20031,rio de janeiro,RJ,1227
5048,sao paulo,SP,1228
86975,mandaguari,PR,1229
81070,curitiba,PR,1230
37074,varginha,MG,1231
6795,taboao da serra,SP,1232
36500,uba,MG,1233
81560,curitiba,SP,1234
89219,joinville,SC,1235
9370,maua,SP,1236
6717,cotia,SP,1237
13211,jundiai,SP,1238
5373,sao paulo,SP,1239
12226,sao jose dos campos,SP,1240
15015,sao jose do rio preto,SP,1241
88020,florianopolis,SC,1242
12328,jacarei,SP,1243
13501,rio claro,SP,1244
14405,franca,SP,1245
14085,ribeirao preto,SP,1246
4776,sp,SP,1247
6730,vargem grande paulista,SP,1248
87050,maringa,PR,1249
30775,belo horizonte,MG,1250
37590,jacutinga,MG,1251
32372,contagem,MG,1252
6280,sao paulo,SP,1253
14403,franca,SP,1254
74323,goiania,GO,1255
13835,conchal,SP,1256
30140,belo horizonte,MG,1257
14940,ibitinga,SP,1258
3178,sao paulo,SP,1259
86192,cambe,PR,1260
29107,vila velha,ES,1261
20061,rio de janeiro,RJ,1262
90020,porto alegre,RS,1263
35680,itauna,MG,1264
94965,cachoeirinha,RS,1265
14940,ibitinga,SP,1266
17201,jau,SP,1267
2066,sao paulo,SP,1268
4283,sao paulo,SP,1269
81280,curitiba,PR,1270
73020,brasilia,DF,1271
86990,marialva,PR,1272
9230,santo andre,SP,1273
20930,rio de janeiro,RJ,1274
3827,sao paulo,SP,1275
18131,sao roque,SP,1276
4615,sao paulo,SP,1277
37135,alfenas,MG,1278
88330,balneario camboriu,SC,1279
5269,sao paulo,SP,1280
13503,rio claro,SP,1281
9541,sao caetano do sul,SP,1282
12209,sao jose dos campos,SP,1283
35570,formiga,MG,1284
21635,rio de janeiro,RJ,1285
81130,curitiba,PR,1286
1123,sao paulo,SP,1287
88035,florianopolis,SC,1288
88138,palhoca,SC,1289
9721,sao bernardo do capo,SP,1290
13480,limeira,SP,1291
18052,sorocaba,SP,1292
7031,guarulhos,SP,1293
22640,rio de janeiro,RJ,1294
4809,sao paulo,SP,1295
36576,vicosa,MG,1296
80420,curitiba,PR,1297
6018,osasco,SP,1298
89220,joinville,SC,1299
37540,santa rita do sapucai,MG,1300
1541,sao paulo,SP,1301
22713,rio de janeiro,RJ,1302
14580,guara,SP,1303
88301,itajai,SP,1304
86061,londrina,PR,1305
9560,sao paulo,SP,1306
86185,cambe,PR,1307
60710,fortaleza,CE,1308
8260,sao paulo,SP,1309
13505,rio claro,SP,1310
9020,santo andre,SP,1311
12940,atibaia,SP,1312
4794,sao paulo,SP,1313
4761,sao paulo,SP,1314
9416,ribeirao pires,SP,1315
29704,colatina,ES,1316
9750,sao bernardo do campo,SP,1317
85501,pato branco,PR,1318
7866,franco da rocha,SP,1319
13178,sumare,SP,1320
26562,mesquita,RJ,1321
3270,sao paulo,SP,1322
4801,sao paulo,SP,1323
12246,sao jose dos campos,SP,1324
4307,sao paulo,SP,1325
37480,lambari,MG,1326
85853,foz do iguacu,PR,1327
4186,sao paulo,SP,1328
32677,betim,MG,1329
80215,curitiba,PR,1330
83830,fazenda rio grande,PR,1331
32110,contagem,MG,1332
9182,santo andre,SP,1333
18604,botucatu,SP,1334
3564,sao paulo,SP,1335
8021,sao paulo,SP,1336
3526,sao paulo,SP,1337
8717,mogi das cruzes / sp,SP,1338
14090,ribeirao preto,SP,1339
85900,toledo,PR,1340
88032,florianopolis,SC,1341
84020,ponta grossa,PR,1342
29300,cachoeiro de itapemirim,ES,1343
89650,treze tilias,SC,1344
18681,lencois paulista,SP,1345
13015,campinas,SP,1346
22050,rio de janeiro \rio de janeiro,RJ,1347
15015,sao jose do rio preto,SP,1348
88490,paulo lopes,SC,1349
3122,sao paulo,SP,1350
22793,rio de janeiro,RJ,1351
70235,brasilia,DF,1352
88350,brusque,SC,1353
88036,florianopolis,SC,1354
89540,santa cecilia,SC,1355
17026,bauru,SP,1356
15603,fernandopolis,SP,1357
13033,campinas,SP,1358
88750,braco do norte,SC,1359
4281,sao paulo,SP,1360
5571,sao paulo,SP,1361
87120,floresta,PR,1362
8080,sao paulo,SP,1363
35701,sete lagoas,MG,1364
95170,farroupilha,RS,1365
84178,castro,PR,1366
3275,sao paulo,SP,1367
72801,luziania,GO,1368
35930,joao monlevade,MG,1369
96020,pelotas,RS,1370
8790,mogi das cruzes,SP,1371
88050,florianopolis,SC,1372
58865,sao bento,PB,1373
12916,braganca paulista,SP,1374
91350,porto alegre,RS,1375
5685,sao paulo,SP,1376
89259,jaragua do sul,SC,1377
28035,campos dos goytacazes,RJ,1378
95013,caxias do sul,RS,1379
37570,ouro fino,MG,1380
83040,sao jose dos pinhas,PR,1381
27972,macae,RJ,1382
8710,mogi das cruzes,SP,1383
18530,tiete,SP,1384
4087,sao paulo,SP,1385
94410,viamao,RS,1386
22745,rio de janeiro,RJ,1387
39442,janauba,MG,1388
13360,capivari,SP,1389
5734,sao paulo,SP,1390
85875,santa terezinha de itaipu,PR,1391
4180,sao paulo,SP,1392
38400,uberlandia,MG,1393
3031,sao paulo,SP,1394
85863,foz do iguacu,PR,1395
9831,sao bernardo do campo,SP,1396
4378,sao paulo,SP,1397
16022,aracatuba,SP,1398
95650,igrejinha,RS,1399
3031,sao paulo,SP,1400
89287,sao bento do sul,SC,1401
3194,sao paulo,SP,1402
13481,limeira,SP,1403
32315,contagem,MG,1404
31535,belo horizonte,MG,1405
25251,duque de caxias,RJ,1406
38182,araxa,MG,1407
14784,barretos,SP,1408
13311,itu,SP,1409
9271,santo andre,SP,1410
86065,londrina,PR,1411
35501,divinopolis,MG,1412
37048,varginha,MG,1413
9015,santo andre,SP,1414
32604,betim,MG,1415
89460,canoinhas,SC,1416
88801,criciuma,SC,1417
80060,curitiba,PR,1418
83321,pinhais,PR,1419
14940,ibitinga,SP,1420
13570,sao carlos,SP,1421
84010,ponta grossa,PR,1422
13912,jaguariuna,SP,1423
3035,sao paulo,SP,1424
29010,vitoria,ES,1425
35501,divinopolis,MG,1426
22775,rio de janeiro,RJ,1427
14910,tabatinga,SP,1428
30421,belo horizonte,MG,1429
15025,sao jose do rio preto,SP,1430
3550,sao paulo,SP,1431
2022,sao paulo,SP,1432
89251,jaragua do sul,SC,1433
14940,ibitinga,SP,1434
7183,guarulhos,SP,1435
36504,uba,MG,1436
95900,lajeado,RS,1437
14940,ibitinga,SP,1438
51250,recife,PE,1439
31210,belo horizonte,MG,1440
93608,estancia velha,RS,1441
15085,sao jose do rio preto,SP,1442
87043,maringa,PR,1443
13056,campinas,SP,1444
18130,sao roque,SP,1445
37540,santa rita do sapucai,MG,1446
94910,cachoeirinha,RS,1447
36200,barbacena/ minas gerais,MG,1448
82320,curitiba,PR,1449
88301,itajai,SP,1450
3477,sao paulo,SP,1451
9434,ribeirao pires,SP,1452
17560,vera cruz,SP,1453
12914,braganca paulista,SP,1454
32140,contagem,MG,1455
11015,santos,SP,1456
88037,florianopolis,SC,1457
14020,ribeirao preto,SP,1458
99500,carazinho,RS,1459
59152,parnamirim,RN,1460
9560,sao caetano do sul,SP,1461
9810,sao bernardo do campo,SP,1462
1530,sao paulo,SP,1463
13086,campinas,SP,1464
80020,curitiba,PR,1465
85851,foz do iguacu,PR,1466
18074,sorocaba,SP,1467
6080,osasco,SP,1468
6162,osasco,SP,1469
30285,belo horizonte,MG,1470
1210,sao paulo,SP,1471
8710,mogi das cruzes,SP,1472
13322,salto,SP,1473
3568,sao paulo,SP,1474
98803,santo angelo,RS,1475
21941,rio de janeiro,RJ,1476
9060,santo andre,SP,1477
80240,curitiba,PR,1478
14870,jaboticabal,SP,1479
14940,ibitinga,SP,1480
30315,belo horizonte,MG,1481
14315,batatais,SP,1482
87030,maringa,PR,1483
13272,valinhos,SP,1484
3448,sao paulo,SP,1485
1212,sao paulo,SP,1486
12240,sao jose dos campos,SP,1487
4615,sao paulo,SP,1488
15804,catanduva,SP,1489
9360,maua,SP,1490
7241,guarulhos,SP,1491
82515,curitiba,PR,1492
87140,paincandu,PR,1493
13087,campinas,SP,1494
88136,palhoca,SP,1495
13503,rio claro,SP,1496
8752,mogi das cruzes,SP,1497
9163,santo andre,SP,1498
2750,sao paulo,SP,1499
20910,rio de janeiro,RJ,1500
28605,nova friburgo,RJ,1501
13322,salto,SP,1502
5713,sao paulo,SP,1503
2925,sao paulo,SP,1504
25803,tres rios,RJ,1505
15130,mirassol,SP,1506
5083,sao paulo,SP,1507
13043,campinas,SP,1508
30620,belo horizonte,MG,1509
1042,sao paulo,SP,1510
12228,sao jose dos campos,SP,1511
9111,santo andre,SP,1512
15170,tanabi,SP,1513
3470,sao paulo,SP,1514
74645,goiania,GO,1515
36500,uba,MG,1516
13660,portoferreira,SP,1517
26125,belford roxo,RJ,1518
3643,sao paulo,SP,1519
18080,sorocaba,SP,1520
4810,sao paulo,SP,1521
7032,guarulhos,SP,1522
14312,batatais,SP,1523
2737,sao paulo,SP,1524
6449,barueri,SP,1525
4255,sao paulo,SP,1526
8410,sao paulo,SP,1527
7074,guarulhos,SP,1528
18087,sorocaba,SP,1529
4403,sao paulo,SP,1530
14940,ibitinga,SP,1531
13360,capivari,SP,1532
14806,araraquara,SP,1533
71691,brasilia,DF,1534
14802,araraquara,SP,1535
13257,itatiba,SP,1536
70767,brasilia,DF,1537
4534,sao paulo,SP,1538
21041,rio de janeiro,RJ,1539
87114,sarandi,PR,1540
8223,sao paulo,SP,1541
5767,sao paulo,SP,1542
18110,votorantim,SP,1543
22790,rio de janeiro,RJ,1544
6700,cotia,SP,1545
3520,sao paulo,SP,1546
13920,pedreira,SP,1547
14140,cravinhos,SP,1548
80310,curitiba,PR,1549
80710,curitiba,PR,1550
73020,brasilia,DF,1551
8140,sao paulo,SP,1552
89803,chapeco,SP,1553
75650,morrinhos,GO,1554
1545,sao paulo,SP,1555
14709,bebedouro,SP,1556
29032,vitoria,ES,1557
74560,goiania,GO,1558
89201,joinville,SC,1559
6268,osasco,SP,1560
95913,lajeado,RS,1561
83507,almirante tamandare,PR,1562
19025,presidente prudente,SP,1563
4719,sao paulo,SP,1564
14781,barretos,SP,1565
11250,bertioga,SP,1566
2941,sao paulo,SP,1567
1022,sao paulo,SP,1568
94451,viamao,RS,1569
2537,sao paulo,SP,1570
60110,fortaleza,CE,1571
59077,natal,RN,1572
2972,sao paulo,SP,1573
13210,jundiai,SP,1574
15155,jaci,SP,1575
37704,pocos de caldas,MG,1576
86702,arapongas,PR,1577
95800,venancio aires,RS,1578
20930,rio de janeiro,RJ,1579
30150,belo horizonte,MG,1580
4130,sao paulo - sp,SP,1581
81530,curitiba,PR,1582
14940,ibitinga,SP,1583
82540,curitiba,PR,1584
86800,apucarana,PR,1585
31255,belo horizont,MG,1586
13481,limeira,SP,1587
81350,curitiba,PR,1588
21340,rio de janeiro,RJ,1589
90240,porto alegre,RS,1590
5138,sao paulo,SP,1591
21210,rio de janeiro,RJ,1592
7025,guarulhos,SP,1593
1035,sao paulo,SP,1594
3655,sao paulo,SP,1595
13848,mogi guacu,SP,1596
13560,sao carlos,SP,1597
87900,loanda,PR,1598
4141,sao paulo,SP,1599
14808,araraquara,SP,1600
80430,curitiba,PR,1601
85804,cascavel,PR,1602
4133,sao paulo,SP,1603
93900,ivoti,RS,1604
3635,sao paulo,SP,1605
4424,sao paulo,SP,1606
30170,belo horizonte,MG,1607
80010,curitiba,PR,1608
8180,sao paulo,SP,1609
3589,sao paulo,SP,1610
86385,andira-pr,PR,1611
9572,sao caetano do sul,SP,1612
58073,joao pessoa,PB,1613
89120,timbo,SC,1614
4361,sao paulo,SP,1615
81350,curitiba,PR,1616
15840,itajobi,SP,1617
6154,osasco,SP,1618
3933,sao paulo,SP,1619
90220,porto alegre,RS,1620
86706,arapongas,PR,1621
9130,santo andre,SP,1622
7400,aruja,SP,1623
13560,sao carlos,SP,1624
18611,botucatu,SP,1625
88132,palhoca,SC,1626
88330,balneario camboriu,SC,1627
11704,praia grande,SP,1628
32604,betim,MG,1629
3820,sao paulo,SP,1630
35570,formiga,MG,1631
93700,campo bom,RS,1632
1131,sao paulo,SP,1633
6780,taboao da serra,SP,1634
6132,osasco,SP,1635
1127,sao paulo,SP,1636
18760,cerqueira cesar,SP,1637
12952,atibaia,SP,1638
15845,marapoama,SP,1639
95885,imigrante,RS,1640
80740,curitiba,PR,1641
18120,mairinque,SP,1642
83020,sao jose dos pinhais,SP,1643
13570,sao carlos,SP,1644
1207,sao paulo sp,SP,1645
4558,sao paulo,SP,1646
95020,caxias do sul,RS,1647
13843,mogi guacu,SP,1648
1039,sao paulo,SP,1649
20081,rio de janeiro / rio de janeiro,RJ,1650
90670,porto alegre,RS,1651
9070,santo andre,SP,1652
89219,joinville,SC,1653
4571,sao paulo,SP,1654
13170,sumare,SP,1655
95910,lajeado,RS,1656
37795,andradas,SP,1657
87015,maringa,PR,1658
2611,sao paulo,SP,1659
35501,divinopolis,MG,1660
4123,sao paulo,SP,1661
2316,sao paulo,SP,1662
22745,rio de janeiro,RJ,1663
26230,nova iguacu,RJ,1664
12327,jacarei,SP,1665
9931,diadema,SP,1666
9190,sando andre,SP,1667
80320,curitiba,PR,1668
85906,toledo,PR,1669
25070,duque de caxias,RJ,1670
3178,sao paulo,SP,1671
14403,franca,SP,1672
72580,brasilia,DF,1673
13382,nova odessa,SP,1674
6420,barueri,SP,1675
5413,sao paulo,SP,1676
50751,recife,PE,1677
13145,paulinia,SP,1678
15502,votuporanga,SP,1679
37640,extrema,MG,1680
15400,olimpia,SP,1681
13486,limeira,SP,1682
1311,sao paulo,SP,1683
4142,sao paulo,SP,1684
7112,guarulhos,SP,1685
9015,santo andre,SP,1686
23943,angra dos reis rj,RJ,1687
9015,santo andre,SP,1688
6763,taboao da serra,SP,1689
1129,sao paulo,SP,1690
6180,osasco,SP,1691
88359,brusque,SC,1692
86020,londrina,PR,1693
31160,belo horizonte,MG,1694
85904,toledo,PR,1695
87505,umuarama,PR,1696
5008,sao paulo,SP,1697
16200,birigui,SP,1698
4142,sao paulo,SP,1699
60025,fortaleza,CE,1700
24855,rio de janeiro,RJ,1701
82400,curitiba,PR,1702
80050,curitiba,PR,1703
74230,goiania,GO,1704
99670,ronda alta,RS,1705
5303,sao  paulo,SP,1706
2030,sao paulo,SP,1707
3185,sao paulo,SP,1708
2976,sao paulo,SP,1709
11370,sao vicente,SP,1710
88704,tubarao,SC,1711
14940,ibitinga,SP,1712
83327,pinhais/pr,PR,1713
93180,portao,RS,1714
13145,paulinia,SP,1715
13478,americana,SP,1716
81810,curitiba,PR,1717
11900,registro,SP,1718
35570,formiga,MG,1719
86065,londrina,PR,1720
81320,curitiba,PR,1721
3561,sao paulo,SP,1722
4445,sao paulo,SP,1723
80220,curitiba,PR,1724
89030,blumenau,SC,1725
81730,curitiba,PR,1726
21041,rio de janeiro,RJ,1727
19023,presidente prudente,SP,1728
9687,ao bernardo do campo,SP,1729
8452,sao paulo,SP,1730
6060,osasco,SP,1731
82510,curitiba,PR,1732
92010,canoas,RS,1733
14090,ribeirao preto,SP,1734
8032,sao paulo,SP,1735
37564,borda da mata,MG,1736
1319,sao paulo,SP,1737
28630,nova friburgo,RJ,1738
9912,diadema,SP,1739
35557,carmo do cajuru,MG,1740
14940,ibitinga,SP,1741
3951,sao paulo,SP,1742
7123,guarulhos,SP,1743
84020,ponta grossa,PR,1744
8431,sao paulo,SP,1745
4773,sao paulo,SP,1746
6268,osasco,SP,1747
3423,sao paulo,SP,1748
2611,sao paulo,SP,1749
22061,rio de janeiro,RJ,1750
5424,sao paulo,SP,1751
80030,curitiba,PR,1752
6807,embu das artes,SP,1753
80045,curitiba,PR,1754
15940,fernando prestes,SP,1755
39801,castro pires,MG,1756
3520,sao paulo,SP,1757
13806,mogi mirim,SP,1758
13880,vargem grande do sul,SP,1759
3638,sao paulo,SP,1760
4310,sao paulo,SP,1761
5181,sao paulo,SP,1762
80710,curitiba,PR,1763
88061,florianopolis,SC,1764
7082,guarulhos,SP,1765
13060,campinas,SP,1766
5594,sao paulo,SP,1767
9721,sao bernardo do campo,SP,1768
13500,rio claro,SP,1769
82940,curitiba,PR,1770
17580,pompeia,SP,1771
15502,votuporanga,SP,1772
98975,campina das missoes,RS,1773
14110,ribeirao preto,SP,1774
3658,sao paulo,SP,1775
1206,sao paulo,SP,1776
80730,curitiba,PR,1777
18015,sorocaba,SP,1778
4708,sao paulo,SP,1779
88802,criciuma,SC,1780
74565,goiania,GO,1781
12940,atibaia,SP,1782
12062,taubate,SP,1783
2955,sao paulo,SP,1784
14079,ribeirao preto,SP,1785
4773,sao paulo,SP,1786
6340,carapicuiba,SP,1787
28941,sao pedro da aldeia,RJ,1788
83323,pinhais,PR,1789
14940,ibitinga,SP,1790
13321,salto,SP,1791
17510,marilia,SP,1792
6455,barueri,SP,1793
14530,miguelopolis,SP,1794
72304,brasilia,DF,1795
3701,sao paulo,SP,1796
2470,sao paulo,SP,1797
52020,recife,PE,1798
13070,campinas,SP,1799
6330,carapicuiba,SP,1800
18053,sorocaba,SP,1801
3187,sao paulo,SP,1802
7600,mairipora,SP,1803
15810,catanduva,SP,1804
82620,curitiba,PR,1805
2050,sao paulo,SP,1806
4367,sao paulo,SP,1807
17230,itapui,SP,1808
13033,campinas,SP,1809
25730,petropolis,RJ,1810
13023,campinas,SP,1811
2134,sao paulo,SP,1812
37135,alfenas,MG,1813
3006,sao paulo,SP,1814
9861,sbc,SP,1815
80330,curitiba,PR,1816
3265,sao paulo,SP,1817
80220,curitiba,PR,1818
24710,sao goncalo,RJ,1819
86076,londrina,SP,1820
4905,sao paulo,SP,1821
13920,pedreira,SP,1822
15806,catanduva,SP,1823
21545,rio de janeiro,RJ,1824
37564,borda da mata,MG,1825
37795,andradas,MG,1826
49980,neopolis,SE,1827
8599,itaquaquecetuba,SP,1828
17320,mineiros do tiete,SP,1829
13224,varzea paulista,SP,1830
3563,sao paulo,SP,1831
7859,franco da rocha,SP,1832
13500,rio claro,SP,1833
6332,carapicuiba,SP,1834
13212,jundiai,SP,1835
82400,curitiba,PR,1836
14092,ribeirao preto,SP,1837
14075,ribeirao preto,SP,1838
34006,nova lima,MG,1839
36201,barbacena,MG,1840
12238,sao jose dos campos,SP,1841
9360,maua,SP,1842
7747,caieiras,SP,1843
4160,sao paulo,SP,1844
9725,sao bernardo do campo,SP,1845
9131,santo andre,SP,1846
15290,buritama,SP,1847
14407,franca,SP,1848
87504,umuarama,PR,1849
75650,morrinhos,GO,1850
99700,erechim,RS,1851
18200,itapetininga,SP,1852
4710,sao paulo,SP,1853
3631,sao paulo,SP,1854
12240,sao jose dos campos,SP,1855
13835,conchal,SP,1856
8270,sao paulo,SP,1857
89870,pinhalzinho,SC,1858
18015,sorocaba,SP,1859
90230,porto alegre,RS,1860
3062,sao paulo,SP,1861
12224,sao jose dos campos,SP,1862
13690,descalvado,SP,1863
11075,santos,SP,1864
85200,pitanga,PR,1865
22793,rio de janeiro,RJ,1866
4870,sao paulo,SP,1867
80230,curitiba,PR,1868
9210,santo andre,SP,1869
13070,campinas,SP,1870
13880,vargem grande do sul,SP,1871
1209,sao paulo,SP,1872
88354,brusque,SC,1873
13405,piracicaba,SP,1874
4365,sao paulo,SP,1875
17515,marilia,SP,1876
3134,sao paulo,SP,1877
95020,caxias do sul,RS,1878
96400,bage,RS,1879
3667,sao paulo,SP,1880
5126,sao paulo,SP,1881
86600,rolandia,PR,1882
89190,taio,SC,1883
6803,embu das artes,SP,1884
3210,sao paulo,SP,1885
18025,sorocaba,SP,1886
16200,birigui,SP,1887
1026,sao paulo,SP,1888
4058,sao paulo,SP,1889
16021,sp,SP,1890
13457,santa barbara d'oeste,SP,1891
14020,ribeirao preto,SP,1892
19800,assis,SP,1893
25645,petropolis,RJ,1894
4319,sao paulo,SP,1895
38701,patos de minas,MG,1896
3916,sao paulo,SP,1897
7077,garulhos,SP,1898
30270,belo horizonte,MG,1899
82640,curitiba,PR,1900
89117,gaspar,SC,1901
14940,ibitinga,SP,1902
85601,francisco beltrao,PR,1903
87030,maringa,PR,1904
1511,sao paulo,SP,1905
80240,curitiba,SP,1906
17514,marilia,SP,1907
2013,sao paulo,SP,1908
18200,itapetininga,SP,1909
35530,claudio,MG,1910
13240,jarinu,SP,1911
13347,indaiatuba,SP,1912
15025,sao jose do rio preto,SP,1913
14057,ribeirao preto,SP,1914
38402,uberlandia,MG,1915
31920,belo horizonte,MG,1916
1215,sao paulo,SP,1917
82510,curitiba,PR,1918
95150,nova petropolis,RS,1919
13454,santa barbara d'oeste,SP,1920
14079,ribeirao preto / sao paulo,SP,1921
4276,sao paulo,SP,1922
13506,rio claro,SP,1923
15807,catanduva,SP,1924
88340,camboriu,SC,1925
14076,ribeirao preto,SP,1926
88270,nova trento,SC,1927
18103,sorocaba,SP,1928
96020,pelotas,RS,1929
82510,curitiba,PR,1930
65072,sao luis,MA,1931
2285,sao paulo,SP,1932
