product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,product_id
telefonia,42.0,660.0,1.0,113.0,18.0,4.0,11.0,2948
moveis_decoracao,49.0,718.0,1.0,200.0,16.0,16.0,16.0,2949
relogios_presentes,59.0,192.0,4.0,200.0,16.0,2.0,11.0,2950
beleza_saude,51.0,569.0,1.0,200.0,16.0,7.0,15.0,2951
instrumentos_musicais,33.0,1415.0,4.0,700.0,17.0,8.0,12.0,2952
informatica_acessorios,49.0,567.0,1.0,1350.0,23.0,9.0,23.0,2953
cama_mesa_banho,49.0,206.0,1.0,2700.0,55.0,25.0,35.0,2954
automotivo,49.0,283.0,3.0,17400.0,50.0,40.0,40.0,2955
fashion_bolsas_e_acessorios,59.0,352.0,3.0,550.0,43.0,16.0,27.0,2956
fashion_calcados,52.0,408.0,5.0,1400.0,22.0,12.0,33.0,2957
malas_acessorios,52.0,246.0,1.0,800.0,33.0,10.0,45.0,2958
esporte_lazer,22.0,300.0,2.0,650.0,60.0,10.0,20.0,2959
relogios_presentes,49.0,569.0,1.0,200.0,20.0,7.0,15.0,2960
perfumaria,37.0,548.0,1.0,500.0,16.0,2.0,11.0,2961
utilidades_domesticas,55.0,134.0,1.0,8850.0,39.0,12.0,78.0,2962
moveis_decoracao,59.0,457.0,3.0,1350.0,45.0,15.0,35.0,2963
relogios_presentes,42.0,938.0,5.0,275.0,16.0,14.0,14.0,2964
fashion_bolsas_e_acessorios,63.0,627.0,4.0,200.0,16.0,5.0,11.0,2965
perfumaria,40.0,152.0,1.0,400.0,21.0,11.0,17.0,2966
brinquedos,50.0,903.0,5.0,2416.0,32.0,28.0,23.0,2967
esporte_lazer,40.0,595.0,1.0,3100.0,19.0,19.0,11.0,2968
industria_comercio_e_negocios,47.0,1943.0,2.0,6000.0,45.0,12.0,44.0,2969
esporte_lazer,28.0,1050.0,7.0,350.0,50.0,20.0,22.0,2970
moveis_escritorio,51.0,2250.0,1.0,11400.0,58.0,21.0,57.0,2971
beleza_saude,54.0,384.0,5.0,350.0,25.0,15.0,15.0,2972
cama_mesa_banho,58.0,678.0,1.0,1000.0,28.0,14.0,16.0,2973
papelaria,58.0,392.0,3.0,2100.0,16.0,9.0,11.0,2974
fashion_bolsas_e_acessorios,27.0,209.0,4.0,200.0,18.0,9.0,11.0,2975
relogios_presentes,47.0,547.0,1.0,269.0,17.0,11.0,13.0,2976
moveis_decoracao,31.0,1330.0,1.0,100.0,40.0,2.0,30.0,2977
esporte_lazer,47.0,304.0,1.0,500.0,35.0,10.0,20.0,2978
artigos_de_festas,53.0,317.0,1.0,1150.0,34.0,11.0,34.0,2979
bebes,45.0,811.0,5.0,600.0,32.0,11.0,32.0,2980
beleza_saude,49.0,221.0,1.0,613.0,20.0,7.0,11.0,2981
utilidades_domesticas,52.0,230.0,3.0,3000.0,25.0,16.0,25.0,2982
esporte_lazer,50.0,706.0,1.0,7350.0,70.0,24.0,29.0,2983
moveis_escritorio,56.0,1070.0,1.0,7433.0,57.0,68.0,31.0,2984
relogios_presentes,43.0,381.0,4.0,350.0,20.0,20.0,20.0,2985
casa_construcao,55.0,1626.0,3.0,15000.0,60.0,50.0,50.0,2986
brinquedos,48.0,480.0,2.0,400.0,22.0,5.0,22.0,2987
bebes,22.0,334.0,1.0,300.0,21.0,21.0,21.0,2988
relogios_presentes,55.0,207.0,1.0,200.0,16.0,10.0,11.0,2989
instrumentos_musicais,44.0,546.0,3.0,1450.0,32.0,14.0,27.0,2990
beleza_saude,60.0,3244.0,1.0,3575.0,21.0,18.0,22.0,2991
moveis_escritorio,45.0,1094.0,1.0,8200.0,53.0,74.0,18.0,2992
brinquedos,19.0,487.0,1.0,1300.0,25.0,9.0,40.0,2993
moveis_decoracao,58.0,372.0,1.0,300.0,37.0,15.0,27.0,2994
beleza_saude,58.0,1233.0,1.0,300.0,20.0,20.0,30.0,2995
esporte_lazer,48.0,789.0,1.0,2625.0,34.0,25.0,18.0,2996
perfumaria,43.0,173.0,1.0,400.0,30.0,16.0,22.0,2997
papelaria,60.0,440.0,7.0,350.0,21.0,7.0,15.0,2998
brinquedos,25.0,242.0,4.0,200.0,16.0,8.0,11.0,2999
automotivo,37.0,874.0,1.0,2875.0,60.0,21.0,25.0,3000
esporte_lazer,36.0,134.0,3.0,300.0,16.0,16.0,16.0,3001
cama_mesa_banho,52.0,175.0,1.0,666.0,36.0,5.0,27.0,3002
esporte_lazer,28.0,247.0,3.0,150.0,22.0,6.0,15.0,3003
moveis_decoracao,51.0,900.0,2.0,350.0,68.0,8.0,13.0,3004
moveis_escritorio,50.0,344.0,1.0,15000.0,50.0,90.0,50.0,3005
utilidades_domesticas,59.0,604.0,1.0,1350.0,20.0,26.0,20.0,3006
utilidades_domesticas,60.0,413.0,1.0,1800.0,30.0,30.0,30.0,3007
automotivo,57.0,1412.0,9.0,600.0,20.0,10.0,15.0,3008
esporte_lazer,44.0,1854.0,6.0,525.0,29.0,16.0,20.0,3009
perfumaria,21.0,50.0,1.0,400.0,16.0,16.0,11.0,3010
moveis_decoracao,16.0,113.0,1.0,550.0,24.0,26.0,24.0,3011
relogios_presentes,36.0,622.0,2.0,146.0,17.0,12.0,14.0,3012
informatica_acessorios,36.0,347.0,1.0,837.0,37.0,14.0,14.0,3013
bebes,54.0,438.0,3.0,11400.0,65.0,15.0,70.0,3014
cama_mesa_banho,60.0,680.0,1.0,1250.0,19.0,17.0,22.0,3015
pet_shop,57.0,695.0,3.0,3650.0,36.0,16.0,26.0,3016
telefonia,55.0,1311.0,2.0,50.0,18.0,6.0,11.0,3017
moveis_decoracao,49.0,170.0,2.0,6000.0,60.0,30.0,35.0,3018
beleza_saude,35.0,1830.0,1.0,3400.0,21.0,25.0,20.0,3019
cama_mesa_banho,47.0,325.0,5.0,450.0,20.0,10.0,12.0,3020
esporte_lazer,39.0,1195.0,1.0,600.0,16.0,16.0,16.0,3021
construcao_ferramentas_construcao,54.0,294.0,6.0,1150.0,25.0,25.0,25.0,3022
brinquedos,44.0,1157.0,1.0,1053.0,31.0,10.0,31.0,3023
cama_mesa_banho,55.0,224.0,1.0,500.0,16.0,10.0,16.0,3024
utilidades_domesticas,27.0,840.0,1.0,1000.0,22.0,10.0,18.0,3025
pet_shop,52.0,484.0,1.0,450.0,20.0,20.0,17.0,3026
,,,,600.0,32.0,15.0,28.0,3027
eletronicos,34.0,212.0,1.0,16283.0,19.0,14.0,15.0,3028
brinquedos,57.0,175.0,1.0,300.0,16.0,17.0,11.0,3029
beleza_saude,34.0,585.0,3.0,900.0,23.0,5.0,15.0,3030
brinquedos,47.0,458.0,6.0,200.0,20.0,9.0,12.0,3031
perfumaria,32.0,140.0,1.0,200.0,22.0,10.0,19.0,3032
bebes,58.0,527.0,1.0,650.0,36.0,31.0,19.0,3033
bebes,36.0,767.0,1.0,2550.0,56.0,61.0,28.0,3034
esporte_lazer,47.0,396.0,1.0,600.0,16.0,15.0,15.0,3035
papelaria,36.0,293.0,3.0,500.0,16.0,11.0,11.0,3036
cool_stuff,36.0,777.0,4.0,1700.0,25.0,26.0,83.0,3037
cama_mesa_banho,40.0,590.0,1.0,250.0,22.0,5.0,16.0,3038
eletronicos,54.0,703.0,1.0,400.0,16.0,16.0,11.0,3039
cama_mesa_banho,48.0,320.0,1.0,250.0,25.0,10.0,20.0,3040
cama_mesa_banho,55.0,444.0,2.0,700.0,50.0,16.0,16.0,3041
pet_shop,53.0,1069.0,2.0,6700.0,50.0,20.0,40.0,3042
brinquedos,39.0,601.0,2.0,750.0,30.0,17.0,30.0,3043
moveis_decoracao,58.0,1972.0,2.0,3000.0,69.0,11.0,11.0,3044
,,,,100.0,16.0,7.0,11.0,3045
utilidades_domesticas,53.0,1254.0,1.0,1450.0,31.0,25.0,27.0,3046
beleza_saude,33.0,3664.0,1.0,430.0,22.0,17.0,21.0,3047
beleza_saude,59.0,492.0,2.0,200.0,22.0,10.0,18.0,3048
utilidades_domesticas,54.0,544.0,1.0,300.0,25.0,10.0,36.0,3049
ferramentas_jardim,48.0,595.0,4.0,200.0,30.0,10.0,20.0,3050
construcao_ferramentas_construcao,59.0,2224.0,1.0,200.0,16.0,10.0,11.0,3051
relogios_presentes,42.0,657.0,1.0,400.0,23.0,15.0,19.0,3052
beleza_saude,15.0,552.0,1.0,50.0,20.0,20.0,16.0,3053
instrumentos_musicais,53.0,1852.0,5.0,1200.0,28.0,11.0,26.0,3054
telefonia,26.0,345.0,1.0,200.0,27.0,5.0,20.0,3055
brinquedos,33.0,254.0,5.0,9080.0,57.0,24.0,45.0,3056
telefonia,55.0,568.0,1.0,225.0,20.0,5.0,13.0,3057
casa_conforto,46.0,406.0,1.0,10150.0,45.0,30.0,45.0,3058
livros_tecnicos,58.0,2533.0,1.0,1900.0,17.0,7.0,23.0,3059
esporte_lazer,30.0,626.0,5.0,227.0,26.0,15.0,19.0,3060
ferramentas_jardim,50.0,591.0,3.0,1450.0,20.0,20.0,20.0,3061
relogios_presentes,57.0,616.0,4.0,400.0,16.0,2.0,11.0,3062
eletrodomesticos,57.0,144.0,1.0,400.0,27.0,13.0,17.0,3063
cama_mesa_banho,52.0,289.0,1.0,1950.0,34.0,9.0,33.0,3064
beleza_saude,57.0,2556.0,1.0,300.0,16.0,6.0,11.0,3065
moveis_decoracao,44.0,729.0,1.0,900.0,35.0,10.0,35.0,3066
automotivo,53.0,2118.0,1.0,300.0,24.0,18.0,18.0,3067
moveis_decoracao,57.0,470.0,1.0,2200.0,50.0,20.0,40.0,3068
beleza_saude,34.0,267.0,1.0,606.0,19.0,12.0,16.0,3069
relogios_presentes,41.0,681.0,1.0,167.0,21.0,13.0,16.0,3070
eletronicos,36.0,816.0,1.0,3050.0,40.0,8.0,40.0,3071
perfumaria,51.0,534.0,1.0,1000.0,22.0,9.0,15.0,3072
casa_construcao,59.0,664.0,1.0,8700.0,30.0,35.0,30.0,3073
bebes,46.0,251.0,1.0,213.0,17.0,8.0,12.0,3074
eletronicos,46.0,223.0,1.0,100.0,23.0,8.0,12.0,3075
beleza_saude,30.0,150.0,1.0,200.0,16.0,9.0,14.0,3076
esporte_lazer,54.0,1552.0,1.0,400.0,28.0,19.0,19.0,3077
construcao_ferramentas_construcao,54.0,123.0,7.0,9500.0,44.0,15.0,33.0,3078
brinquedos,56.0,928.0,3.0,600.0,52.0,9.0,19.0,3079
pet_shop,50.0,1983.0,3.0,3000.0,105.0,16.0,16.0,3080
cama_mesa_banho,44.0,473.0,1.0,1150.0,55.0,15.0,45.0,3081
automotivo,59.0,228.0,1.0,500.0,35.0,15.0,35.0,3082
automotivo,55.0,551.0,1.0,100.0,23.0,5.0,23.0,3083
eletronicos,47.0,576.0,1.0,403.0,19.0,8.0,12.0,3084
ferramentas_jardim,50.0,1082.0,6.0,860.0,31.0,15.0,14.0,3085
esporte_lazer,57.0,1236.0,1.0,4250.0,20.0,20.0,20.0,3086
malas_acessorios,59.0,472.0,4.0,20850.0,50.0,50.0,50.0,3087
climatizacao,56.0,1351.0,5.0,4500.0,55.0,16.0,26.0,3088
,,,,200.0,16.0,2.0,11.0,3089
eletrodomesticos,48.0,543.0,2.0,1200.0,35.0,20.0,30.0,3090
esporte_lazer,45.0,941.0,1.0,1300.0,100.0,8.0,15.0,3091
esporte_lazer,51.0,1498.0,1.0,1500.0,20.0,17.0,17.0,3092
relogios_presentes,28.0,890.0,1.0,409.0,16.0,11.0,12.0,3093
esporte_lazer,45.0,570.0,2.0,725.0,19.0,14.0,15.0,3094
pet_shop,33.0,964.0,1.0,4600.0,46.0,27.0,28.0,3095
eletronicos,58.0,870.0,1.0,575.0,26.0,26.0,26.0,3096
climatizacao,39.0,132.0,1.0,375.0,24.0,12.0,17.0,3097
beleza_saude,29.0,817.0,1.0,550.0,20.0,14.0,14.0,3098
moveis_decoracao,58.0,1103.0,1.0,1200.0,30.0,30.0,30.0,3099
relogios_presentes,41.0,438.0,1.0,400.0,20.0,14.0,16.0,3100
fashion_esporte,51.0,567.0,1.0,500.0,26.0,10.0,22.0,3101
esporte_lazer,33.0,556.0,1.0,600.0,23.0,11.0,20.0,3102
esporte_lazer,53.0,479.0,1.0,900.0,16.0,8.0,13.0,3103
moveis_decoracao,59.0,1972.0,4.0,300.0,69.0,11.0,11.0,3104
esporte_lazer,44.0,85.0,1.0,300.0,26.0,3.0,15.0,3105
esporte_lazer,52.0,671.0,1.0,600.0,20.0,13.0,13.0,3106
malas_acessorios,49.0,905.0,6.0,575.0,44.0,8.0,33.0,3107
moveis_decoracao,44.0,696.0,4.0,1500.0,35.0,40.0,35.0,3108
relogios_presentes,34.0,513.0,3.0,500.0,38.0,12.0,38.0,3109
papelaria,64.0,582.0,1.0,700.0,19.0,44.0,31.0,3110
papelaria,39.0,112.0,1.0,250.0,20.0,20.0,20.0,3111
ferramentas_jardim,47.0,304.0,5.0,1000.0,40.0,3.0,15.0,3112
moveis_decoracao,35.0,393.0,5.0,300.0,16.0,6.0,20.0,3113
cool_stuff,52.0,1049.0,1.0,2300.0,42.0,25.0,15.0,3114
bebes,53.0,872.0,2.0,13100.0,38.0,47.0,44.0,3115
moveis_decoracao,43.0,442.0,2.0,300.0,20.0,11.0,16.0,3116
automotivo,58.0,1125.0,6.0,100.0,16.0,5.0,11.0,3117
utilidades_domesticas,53.0,786.0,4.0,725.0,29.0,15.0,23.0,3118
moveis_cozinha_area_de_servico_jantar_e_jardim,30.0,580.0,4.0,3400.0,85.0,8.0,26.0,3119
moveis_decoracao,46.0,709.0,2.0,1300.0,50.0,30.0,30.0,3120
esporte_lazer,56.0,615.0,1.0,10800.0,28.0,8.0,11.0,3121
brinquedos,54.0,77.0,2.0,3150.0,39.0,30.0,29.0,3122
beleza_saude,57.0,2576.0,1.0,1233.0,21.0,22.0,16.0,3123
moveis_quarto,42.0,750.0,2.0,16300.0,65.0,35.0,35.0,3124
casa_construcao,56.0,773.0,3.0,1100.0,25.0,20.0,25.0,3125
bebes,53.0,1286.0,4.0,200.0,16.0,6.0,11.0,3126
consoles_games,51.0,113.0,1.0,100.0,20.0,3.0,15.0,3127
brinquedos,57.0,538.0,5.0,6050.0,81.0,8.0,56.0,3128
moveis_decoracao,56.0,1042.0,6.0,1170.0,22.0,12.0,20.0,3129
cama_mesa_banho,55.0,626.0,2.0,650.0,16.0,10.0,16.0,3130
relogios_presentes,51.0,624.0,5.0,200.0,16.0,2.0,20.0,3131
,,,,700.0,24.0,4.0,15.0,3132
esporte_lazer,55.0,791.0,1.0,5750.0,33.0,15.0,18.0,3133
,,,,1000.0,20.0,15.0,20.0,3134
alimentos_bebidas,29.0,205.0,1.0,350.0,16.0,2.0,12.0,3135
informatica_acessorios,57.0,905.0,4.0,500.0,16.0,6.0,48.0,3136
eletronicos,51.0,1461.0,4.0,1117.0,19.0,14.0,19.0,3137
cama_mesa_banho,45.0,734.0,5.0,550.0,16.0,10.0,11.0,3138
informatica_acessorios,50.0,688.0,2.0,200.0,39.0,9.0,20.0,3139
consoles_games,57.0,300.0,1.0,300.0,16.0,2.0,12.0,3140
cama_mesa_banho,50.0,804.0,1.0,1200.0,20.0,16.0,20.0,3141
esporte_lazer,57.0,744.0,2.0,1100.0,47.0,10.0,15.0,3142
utilidades_domesticas,60.0,338.0,2.0,3100.0,18.0,18.0,18.0,3143
utilidades_domesticas,55.0,429.0,1.0,2000.0,38.0,25.0,32.0,3144
esporte_lazer,56.0,279.0,1.0,175.0,18.0,9.0,16.0,3145
beleza_saude,45.0,806.0,1.0,19600.0,40.0,35.0,46.0,3146
automotivo,58.0,784.0,3.0,5300.0,42.0,12.0,27.0,3147
cama_mesa_banho,54.0,265.0,1.0,1420.0,38.0,13.0,31.0,3148
esporte_lazer,47.0,277.0,1.0,9000.0,50.0,30.0,20.0,3149
beleza_saude,37.0,377.0,1.0,5400.0,38.0,18.0,22.0,3150
esporte_lazer,31.0,3889.0,1.0,300.0,20.0,10.0,15.0,3151
cama_mesa_banho,55.0,844.0,1.0,850.0,25.0,5.0,25.0,3152
telefonia,60.0,2151.0,2.0,167.0,18.0,5.0,11.0,3153
esporte_lazer,59.0,1313.0,2.0,1500.0,80.0,14.0,16.0,3154
eletronicos,55.0,981.0,1.0,150.0,18.0,5.0,24.0,3155
utilidades_domesticas,48.0,274.0,1.0,350.0,20.0,30.0,30.0,3156
cama_mesa_banho,52.0,298.0,2.0,900.0,37.0,23.0,35.0,3157
telefonia,60.0,818.0,6.0,350.0,17.0,4.0,12.0,3158
fashion_bolsas_e_acessorios,56.0,198.0,4.0,150.0,16.0,16.0,16.0,3159
esporte_lazer,31.0,1055.0,1.0,1050.0,25.0,20.0,20.0,3160
esporte_lazer,54.0,1411.0,1.0,9200.0,48.0,26.0,29.0,3161
relogios_presentes,33.0,1128.0,2.0,250.0,19.0,14.0,16.0,3162
moveis_decoracao,54.0,691.0,1.0,1200.0,34.0,8.0,22.0,3163
moveis_decoracao,58.0,858.0,1.0,3250.0,31.0,43.0,21.0,3164
moveis_escritorio,43.0,1394.0,1.0,13550.0,58.0,55.0,24.0,3165
telefonia,47.0,530.0,1.0,200.0,20.0,20.0,20.0,3166
cama_mesa_banho,51.0,301.0,2.0,950.0,37.0,23.0,35.0,3167
ferramentas_jardim,55.0,681.0,4.0,2150.0,26.0,13.0,16.0,3168
relogios_presentes,58.0,612.0,3.0,400.0,19.0,10.0,15.0,3169
beleza_saude,40.0,1146.0,2.0,900.0,20.0,15.0,20.0,3170
beleza_saude,48.0,832.0,1.0,350.0,20.0,15.0,15.0,3171
automotivo,57.0,829.0,4.0,17950.0,60.0,60.0,37.0,3172
papelaria,44.0,721.0,3.0,1450.0,100.0,20.0,11.0,3173
utilidades_domesticas,56.0,644.0,3.0,650.0,24.0,5.0,18.0,3174
relogios_presentes,42.0,712.0,1.0,350.0,16.0,12.0,11.0,3175
beleza_saude,60.0,919.0,1.0,150.0,22.0,3.0,15.0,3176
beleza_saude,53.0,137.0,3.0,200.0,19.0,11.0,23.0,3177
moveis_cozinha_area_de_servico_jantar_e_jardim,46.0,964.0,5.0,1100.0,20.0,16.0,30.0,3178
eletronicos,52.0,1653.0,4.0,3000.0,46.0,6.0,19.0,3179
informatica_acessorios,46.0,2329.0,1.0,250.0,16.0,3.0,11.0,3180
climatizacao,54.0,445.0,1.0,150.0,20.0,8.0,13.0,3181
consoles_games,43.0,400.0,2.0,346.0,18.0,8.0,15.0,3182
moveis_decoracao,54.0,619.0,3.0,3100.0,36.0,14.0,26.0,3183
bebes,48.0,395.0,1.0,350.0,25.0,5.0,17.0,3184
automotivo,57.0,305.0,6.0,100.0,30.0,5.0,20.0,3185
moveis_decoracao,58.0,1117.0,1.0,6050.0,36.0,23.0,14.0,3186
perfumaria,55.0,983.0,1.0,195.0,16.0,11.0,14.0,3187
moveis_decoracao,63.0,627.0,2.0,1500.0,38.0,7.0,28.0,3188
telefonia,60.0,777.0,6.0,300.0,17.0,4.0,12.0,3189
cama_mesa_banho,60.0,340.0,1.0,13050.0,55.0,40.0,40.0,3190
perfumaria,54.0,956.0,1.0,50.0,16.0,5.0,11.0,3191
sinalizacao_e_seguranca,36.0,426.0,5.0,975.0,30.0,16.0,17.0,3192
beleza_saude,46.0,2771.0,5.0,1500.0,16.0,35.0,11.0,3193
cama_mesa_banho,51.0,242.0,1.0,2100.0,37.0,23.0,35.0,3194
utilidades_domesticas,40.0,617.0,7.0,650.0,16.0,16.0,16.0,3195
cine_foto,60.0,2069.0,1.0,150.0,16.0,8.0,11.0,3196
cama_mesa_banho,55.0,702.0,1.0,2146.0,42.0,11.0,36.0,3197
beleza_saude,46.0,580.0,4.0,350.0,25.0,15.0,15.0,3198
beleza_saude,60.0,1078.0,1.0,700.0,22.0,6.0,12.0,3199
cool_stuff,24.0,491.0,1.0,3400.0,28.0,24.0,14.0,3200
pet_shop,59.0,3809.0,1.0,163.0,18.0,9.0,14.0,3201
relogios_presentes,34.0,386.0,1.0,288.0,18.0,12.0,14.0,3202
moveis_decoracao,29.0,356.0,3.0,400.0,25.0,5.0,17.0,3203
relogios_presentes,43.0,597.0,1.0,250.0,18.0,9.0,17.0,3204
casa_construcao,53.0,1135.0,4.0,2650.0,40.0,100.0,20.0,3205
fashion_bolsas_e_acessorios,53.0,353.0,1.0,200.0,16.0,2.0,11.0,3206
cool_stuff,53.0,615.0,1.0,2600.0,34.0,20.0,34.0,3207
construcao_ferramentas_ferramentas,39.0,945.0,2.0,1550.0,30.0,12.0,20.0,3208
eletronicos,46.0,391.0,1.0,150.0,18.0,12.0,13.0,3209
informatica_acessorios,54.0,107.0,2.0,100.0,16.0,16.0,16.0,3210
beleza_saude,39.0,740.0,1.0,1307.0,23.0,26.0,20.0,3211
automotivo,58.0,951.0,1.0,900.0,25.0,20.0,25.0,3212
beleza_saude,49.0,1045.0,1.0,333.0,17.0,17.0,15.0,3213
cama_mesa_banho,48.0,610.0,2.0,30000.0,80.0,40.0,70.0,3214
malas_acessorios,52.0,1290.0,5.0,450.0,20.0,40.0,30.0,3215
utilidades_domesticas,58.0,269.0,3.0,1200.0,20.0,15.0,16.0,3216
eletrodomesticos,60.0,363.0,1.0,200.0,27.0,13.0,17.0,3217
informatica_acessorios,37.0,1227.0,1.0,300.0,16.0,16.0,11.0,3218
automotivo,59.0,687.0,1.0,6900.0,65.0,13.0,65.0,3219
utilidades_domesticas,44.0,676.0,2.0,500.0,37.0,13.0,37.0,3220
moveis_decoracao,58.0,2010.0,2.0,1550.0,69.0,11.0,11.0,3221
esporte_lazer,28.0,973.0,1.0,7400.0,49.0,22.0,41.0,3222
perfumaria,60.0,863.0,4.0,1500.0,30.0,12.0,28.0,3223
telefonia,42.0,444.0,2.0,200.0,16.0,2.0,11.0,3224
eletroportateis,44.0,995.0,1.0,4925.0,35.0,45.0,34.0,3225
utilidades_domesticas,53.0,1396.0,2.0,1750.0,70.0,15.0,20.0,3226
utilidades_domesticas,51.0,437.0,1.0,600.0,21.0,21.0,21.0,3227
cama_mesa_banho,53.0,607.0,1.0,225.0,21.0,10.0,14.0,3228
,,,,1100.0,35.0,15.0,20.0,3229
bebes,46.0,1658.0,3.0,10400.0,100.0,23.0,27.0,3230
beleza_saude,54.0,1378.0,1.0,100.0,19.0,5.0,13.0,3231
telefonia,59.0,405.0,1.0,150.0,19.0,4.0,11.0,3232
cama_mesa_banho,40.0,175.0,3.0,98.0,25.0,8.0,19.0,3233
pet_shop,55.0,703.0,1.0,1500.0,50.0,30.0,33.0,3234
informatica_acessorios,44.0,526.0,1.0,573.0,21.0,14.0,11.0,3235
esporte_lazer,60.0,1063.0,5.0,350.0,30.0,10.0,20.0,3236
bebes,40.0,1465.0,3.0,400.0,30.0,10.0,30.0,3237
ferramentas_jardim,60.0,208.0,4.0,1214.0,30.0,17.0,17.0,3238
consoles_games,49.0,1944.0,1.0,650.0,16.0,16.0,16.0,3239
cool_stuff,55.0,934.0,1.0,2150.0,42.0,25.0,15.0,3240
cama_mesa_banho,42.0,119.0,1.0,250.0,30.0,4.0,40.0,3241
esporte_lazer,60.0,1971.0,3.0,1600.0,80.0,20.0,25.0,3242
relogios_presentes,57.0,373.0,8.0,100.0,16.0,2.0,20.0,3243
beleza_saude,45.0,3078.0,4.0,19300.0,26.0,61.0,40.0,3244
beleza_saude,53.0,172.0,6.0,50.0,19.0,11.0,23.0,3245
moveis_decoracao,52.0,322.0,5.0,1150.0,30.0,20.0,30.0,3246
relogios_presentes,46.0,629.0,1.0,400.0,24.0,8.0,12.0,3247
cool_stuff,41.0,939.0,1.0,300.0,16.0,5.0,16.0,3248
cama_mesa_banho,56.0,595.0,2.0,950.0,42.0,29.0,28.0,3249
brinquedos,43.0,932.0,2.0,888.0,25.0,21.0,20.0,3250
esporte_lazer,59.0,716.0,6.0,2650.0,20.0,20.0,20.0,3251
cama_mesa_banho,51.0,89.0,1.0,700.0,20.0,10.0,15.0,3252
esporte_lazer,44.0,1186.0,1.0,683.0,20.0,19.0,19.0,3253
esporte_lazer,59.0,247.0,2.0,1250.0,60.0,15.0,15.0,3254
relogios_presentes,55.0,336.0,4.0,250.0,16.0,2.0,20.0,3255
beleza_saude,33.0,578.0,1.0,355.0,16.0,15.0,14.0,3256
cama_mesa_banho,50.0,264.0,1.0,850.0,45.0,15.0,35.0,3257
moveis_decoracao,56.0,509.0,1.0,500.0,55.0,6.0,11.0,3258
,,,,200.0,16.0,2.0,11.0,3259
moveis_decoracao,42.0,392.0,1.0,5700.0,30.0,30.0,30.0,3260
moveis_decoracao,59.0,1862.0,2.0,1550.0,60.0,14.0,14.0,3261
informatica_acessorios,56.0,1199.0,3.0,525.0,23.0,11.0,16.0,3262
construcao_ferramentas_iluminacao,54.0,538.0,2.0,7900.0,20.0,16.0,59.0,3263
moveis_decoracao,40.0,94.0,5.0,400.0,16.0,5.0,20.0,3264
moveis_decoracao,52.0,1085.0,4.0,400.0,50.0,3.0,25.0,3265
beleza_saude,43.0,2356.0,1.0,725.0,20.0,16.0,19.0,3266
utilidades_domesticas,28.0,501.0,1.0,100.0,30.0,11.0,11.0,3267
esporte_lazer,56.0,819.0,4.0,175.0,17.0,10.0,13.0,3268
brinquedos,53.0,327.0,3.0,600.0,35.0,12.0,20.0,3269
informatica_acessorios,58.0,305.0,1.0,300.0,21.0,7.0,14.0,3270
moveis_decoracao,42.0,914.0,1.0,800.0,21.0,34.0,34.0,3271
moveis_decoracao,63.0,2339.0,4.0,7700.0,22.0,19.0,22.0,3272
utilidades_domesticas,55.0,323.0,1.0,2700.0,28.0,18.0,20.0,3273
eletroportateis,51.0,909.0,2.0,350.0,27.0,5.0,12.0,3274
,,,,400.0,18.0,7.0,17.0,3275
papelaria,42.0,170.0,2.0,650.0,16.0,3.0,11.0,3276
telefonia,60.0,298.0,7.0,350.0,17.0,4.0,13.0,3277
livros_tecnicos,46.0,545.0,1.0,550.0,24.0,3.0,17.0,3278
telefonia,52.0,525.0,2.0,200.0,19.0,4.0,11.0,3279
telefonia,46.0,832.0,1.0,175.0,18.0,4.0,16.0,3280
eletrodomesticos,58.0,145.0,1.0,250.0,27.0,13.0,17.0,3281
esporte_lazer,47.0,1128.0,1.0,300.0,33.0,21.0,27.0,3282
cool_stuff,54.0,822.0,1.0,1100.0,30.0,12.0,16.0,3283
moveis_decoracao,62.0,3116.0,3.0,1500.0,53.0,8.0,11.0,3284
consoles_games,39.0,1028.0,3.0,400.0,20.0,30.0,20.0,3285
esporte_lazer,54.0,795.0,1.0,200.0,18.0,8.0,14.0,3286
utilidades_domesticas,52.0,827.0,1.0,1800.0,30.0,30.0,30.0,3287
moveis_escritorio,56.0,375.0,2.0,22550.0,79.0,12.0,40.0,3288
cama_mesa_banho,63.0,643.0,1.0,1500.0,38.0,7.0,28.0,3289
utilidades_domesticas,29.0,765.0,3.0,700.0,35.0,12.0,28.0,3290
,,,,200.0,22.0,14.0,14.0,3291
automotivo,60.0,442.0,3.0,350.0,25.0,25.0,25.0,3292
cama_mesa_banho,42.0,170.0,1.0,300.0,31.0,6.0,26.0,3293
esporte_lazer,26.0,417.0,3.0,700.0,43.0,15.0,35.0,3294
livros_interesse_geral,55.0,448.0,1.0,200.0,24.0,2.0,16.0,3295
pet_shop,51.0,301.0,1.0,2500.0,65.0,50.0,45.0,3296
fashion_bolsas_e_acessorios,52.0,23.0,1.0,200.0,16.0,2.0,11.0,3297
moveis_decoracao,49.0,219.0,3.0,600.0,16.0,5.0,20.0,3298
cool_stuff,40.0,618.0,4.0,882.0,28.0,14.0,19.0,3299
cama_mesa_banho,55.0,169.0,1.0,300.0,26.0,3.0,26.0,3300
moveis_sala,29.0,104.0,2.0,2700.0,47.0,6.0,47.0,3301
